url,source,headline,status,error,headline_clean,headline_norm,label
https://www.foxnews.com/entertainment/beatles-paul-mccartney-john-lennon-the-lyrics-book,FoxNews,Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt',200,,Beatles star Paul McCartney reflects on feud with John Lennon following band's split: 'It hurt,beatles star paul mccartney reflects feud john lennon following band split hurt,1
https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden,FoxNews,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,200,,Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,billy joel unveils pound weight loss madison square garden following back surgery,1
https://www.foxnews.com/entertainment/bob-dylan-museum-opening-in-tulsa,FoxNews,Bob Dylan museum opening in Tulsa,200,,Bob Dylan museum opening in Tulsa,bob dylan museum opening tulsa,1
https://www.foxnews.com/entertainment/bradley-cooper-supports-brad-pitt-brooke-shields-real-life-hollywood-hero,FoxNews,"Bradley Cooper supports Brad Pitt, Brooke Shields as real-life Hollywood hero",200,,"Bradley Cooper supports Brad Pitt, Brooke Shields as real-life Hollywood hero",bradley cooper support brad pitt brooke shield reallife hollywood hero,1
https://www.foxnews.com/entertainment/bruce-willis-daughter-gives-update-on-his-health-shares-famous-parents-advice-about-working-in-hollywood,FoxNews,"Bruce Willis' daughter gives update on his health, shares famous parents' advice about working in Hollywood",200,,"Bruce Willis' daughter gives update on his health, shares famous parents' advice about working in Hollywood",bruce willis daughter give update health share famous parent advice working hollywood,1
https://www.foxnews.com/entertainment/bruce-willis-daughter-says-hes-shown-her-to-not-take-any-moment-granted-theres-painful-days,FoxNews,Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days',200,,Bruce Willis' daughter says he's shown her 'to not take any moment for granted': 'There's painful days,bruce willis daughter say he shown take moment granted there painful day,1
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-gets-emotional-photos-dad-my-whole-damn-heart,FoxNews,"Bruce Willis' daughter Tallulah gets emotional over photos with dad, 'my whole damn heart'",200,,"Bruce Willis' daughter Tallulah gets emotional over photos with dad, 'my whole damn heart",bruce willis daughter tallulah get emotional photo dad whole damn heart,1
https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-update-painful-dementia-battle,FoxNews,Bruce Willis' daughter Tallulah gives update on his 'painful' dementia battle,200,,Bruce Willis' daughter Tallulah gives update on his 'painful' dementia battle,bruce willis daughter tallulah give update painful dementia battle,1
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-arnold-schwarzenegger-maria-shriver-forever-relationships,FoxNews,"Bruce Willis, Demi Moore and Arnold Schwarzenegger, Maria Shriver still have ‘forever’ relationships",200,,"Bruce Willis, Demi Moore and Arnold Schwarzenegger, Maria Shriver still have 'forever' relationships",bruce willis demi moore arnold schwarzenegger maria shriver still forever relationship,1
https://www.foxnews.com/entertainment/bruce-willis-demi-moore-avoided-doing-one-thing-while-co-parenting-daughter-says,FoxNews,"Bruce Willis, Demi Moore avoided doing one thing while co-parenting, daughter says",200,,"Bruce Willis, Demi Moore avoided doing one thing while co-parenting, daughter says",bruce willis demi moore avoided one thing coparenting daughter say,1
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-aphasia-stepping-away-acting,FoxNews,"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals",200,,"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals",bruce willis diagnosed aphasia stepping away acting family reveals,1
https://www.foxnews.com/entertainment/bruce-willis-diagnosed-frontotemporal-dementia-following-aphasia-battle-family-says,FoxNews,"Bruce Willis diagnosed with frontotemporal dementia following aphasia battle, family says",200,,"Bruce Willis diagnosed with frontotemporal dementia following aphasia battle, family says",bruce willis diagnosed frontotemporal dementia following aphasia battle family say,1
https://www.foxnews.com/entertainment/bruce-willis-first-photo-grandpa-rumer-willis-baby-girl-something-will-treasure,FoxNews,Bruce Willis' first photo as grandpa with Rumer Willis’ baby girl: ‘Something I will treasure’,200,,Bruce Willis' first photo as grandpa with Rumer Willis' baby girl: 'Something I will treasure,bruce willis first photo grandpa rumer willis baby girl something treasure,1
https://www.foxnews.com/entertainment/bruce-willis-holds-family-tight-thanksgiving-battling-dementia,FoxNews,Bruce Willis holds family tight during Thanksgiving while battling dementia,200,,Bruce Willis holds family tight during Thanksgiving while battling dementia,bruce willis hold family tight thanksgiving battling dementia,1
https://www.foxnews.com/entertainment/bruce-willis-paradise-city-hollywood-career,FoxNews,"A look at Bruce Willis’ upcoming acting role in 'Paradise City,’ his storied Hollywood career",200,,"A look at Bruce Willis' upcoming acting role in 'Paradise City,' his storied Hollywood career",look bruce willis upcoming acting role paradise city storied hollywood career,1
https://www.foxnews.com/entertainment/bruce-willis-relatively-incommunicative-not-totally-verbal-dementia-diagnosis,FoxNews,"Bruce Willis is relatively 'incommunicative,' 'not totally verbal' after dementia diagnosis, friend reveals",200,,"Bruce Willis is relatively 'incommunicative,' 'not totally verbal' after dementia diagnosis, friend reveals",bruce willis relatively incommunicative totally verbal dementia diagnosis friend reveals,1
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps,FoxNews,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,200,,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,bruce willis share sweet embrace daughter tallulah make funny face playful snap,1
https://www.foxnews.com/entertainment/bruce-willis-wife-emma-heming-struggles-guilt-deals-dementia-diagnosis,FoxNews,Bruce Willis’ wife Emma Heming struggles with ‘guilt’ as she deals with his dementia diagnosis,200,,Bruce Willis' wife Emma Heming struggles with 'guilt' as she deals with his dementia diagnosis,bruce willis wife emma heming struggle guilt deal dementia diagnosis,1
https://www.foxnews.com/entertainment/camila-cabello-suffers-met-gala-wardrobe-malfunction-exposing-underwear,FoxNews,"Camila Cabello suffers Met Gala wardrobe malfunction, exposing underwear",200,,"Camila Cabello suffers Met Gala wardrobe malfunction, exposing underwear",camila cabello suffers met gala wardrobe malfunction exposing underwear,1
https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans,FoxNews,Charlie Sheen's ex Denise Richards vows to ‘support’ their daughter Sami after actor disapproves OnlyFans page,200,,Charlie Sheen's ex Denise Richards vows to 'support' their daughter Sami after actor disapproves OnlyFans page,charlie sheen ex denise richards vow support daughter sami actor disapproves onlyfans page,1
https://www.foxnews.com/entertainment/charlie-sheen-reacts-daughter-sami-sheen-joining-onlyfans,FoxNews,"Charlie Sheen reacts to daughter Sami Sheen, 18, joining OnlyFans: ‘This did not occur under my roof’",200,,"Charlie Sheen reacts to daughter Sami Sheen, 18, joining OnlyFans: 'This did not occur under my roof",charlie sheen reacts daughter sami sheen joining onlyfans occur roof,1
https://www.foxnews.com/entertainment/cher-hit-victorias-secret-runway-after-casting-controversy,FoxNews,Cher to hit Victoria's Secret runway after casting controversy,200,,Cher to hit Victoria's Secret runway after casting controversy,cher hit victoria secret runway casting controversy,1
https://www.foxnews.com/entertainment/cher-turned-down-dating-elvis-presley-because-nervous-reputation,FoxNews,Cher turned down dating Elvis Presley because she was 'nervous of his reputation',200,,Cher turned down dating Elvis Presley because she was 'nervous of his reputation,cher turned dating elvis presley nervous reputation,1
https://www.foxnews.com/entertainment/cindy-williams-laverne-shirley-actress-dead-75,FoxNews,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75",200,,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75",cindy williams laverne shirley actress dead,1
https://www.foxnews.com/entertainment/cma-nominee-jelly-roll-troubled-past-empowered-him-succeed,FoxNews,CMA nominee Jelly Roll says troubled past empowered him to succeed: 'I was a horrible human for decades',200,,CMA nominee Jelly Roll says troubled past empowered him to succeed: 'I was a horrible human for decades,cma nominee jelly roll say troubled past empowered succeed horrible human decade,1
https://www.foxnews.com/entertainment/craig-morgan-reflects-faith-family-country-music-stardom-loss-memoir-god-family-country,FoxNews,"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country'",200,,"Craig Morgan reflects on faith, family, country music stardom and loss in his memoir 'God, Family, Country",craig morgan reflects faith family country music stardom loss memoir god family country,1
https://www.foxnews.com/entertainment/david-spade-amy-schumer-comedians-react-will-smith-chris-rock-slap,FoxNews,"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro'",200,,"Howard Stern, Judd Apatow, other comedians defend Chris Rock: 'He handled it like a pro",howard stern judd apatow comedian defend chris rock handled like pro,1
https://www.foxnews.com/entertainment/demi-moore-addresses-bruce-willis-dementia-battle,FoxNews,Demi Moore addresses Bruce Willis' dementia battle: 'He's doing very well',200,,Demi Moore addresses Bruce Willis' dementia battle: 'He's doing very well,demi moore address bruce willis dementia battle he well,1
https://www.foxnews.com/entertainment/demi-moore-isolating-bruce-willis-daughters-amazing,FoxNews,"Demi Moore on isolating with ex Bruce Willis, daughters: 'It was amazing'",200,,"Demi Moore on isolating with ex Bruce Willis, daughters: 'It was amazing",demi moore isolating ex bruce willis daughter amazing,1
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-health-he-battles-dementia,FoxNews,Demi Moore says ex Bruce Willis is in 'stable' health as he battles dementia,200,,Demi Moore says ex Bruce Willis is in 'stable' health as he battles dementia,demi moore say ex bruce willis stable health battle dementia,1
https://www.foxnews.com/entertainment/demi-moore-says-ex-bruce-willis-stable-place-amid-dementia-battle-treasure-time-we-all-share,FoxNews,Bruce Willis' ex-wife Demi Moore shares update on actor's condition as he battles dementia,200,,Bruce Willis' ex-wife Demi Moore shares update on actor's condition as he battles dementia,bruce willis exwife demi moore share update actor condition battle dementia,1
https://www.foxnews.com/entertainment/denise-richards-confesses-hell-charlie-sheen-addiction-struggles,FoxNews,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles,200,,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles,denise richards confesses went hell back charlie sheen addiction struggle,1
https://www.foxnews.com/entertainment/denise-richards-felt-guilty-splitting-up-family-divorce-charlie-sheen,FoxNews,Denise Richards 'felt guilty' for splitting up her family after divorce from Charlie Sheen,200,,Denise Richards 'felt guilty' for splitting up her family after divorce from Charlie Sheen,denise richards felt guilty splitting family divorce charlie sheen,1
https://www.foxnews.com/entertainment/denise-richards-says-losing-out-lead-role-90s-cult-classic-blessing,FoxNews,Denise Richards says losing out on lead role of ‘90s cult classic was a ‘blessing’,200,,Denise Richards says losing out on lead role of '90s cult classic was a 'blessing,denise richards say losing lead role cult classic blessing,1
https://www.foxnews.com/entertainment/disney-plus-removes-access-to-classics-like-dumbo-peter-pan-for-kids-under-7-over-racist-stereotypes,FoxNews,"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes",200,,"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes",disney remove access classic like dumbo peter pan kid racist stereotype,1
https://www.foxnews.com/entertainment/dolly-parton-removes-herself-rock-roll-hall-of-fame-nomination,FoxNews,"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right'",200,,"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right",dolly parton remove rock roll hall fame nomination say hasnt earned right,1
https://www.foxnews.com/entertainment/doors-jim-morrison-paris-50th-anniversary-death,FoxNews,Doors fans remember Jim Morrison in Paris on 50th anniversary of his death,200,,Doors fans remember Jim Morrison in Paris on 50th anniversary of his death,door fan remember jim morrison paris th anniversary death,1
https://www.foxnews.com/entertainment/eddie-van-halens-brother-wants-ai-complete-bands-unreleased-music,FoxNews,Eddie Van Halen's brother wants AI to complete the band's unreleased music,200,,Eddie Van Halen's brother wants AI to complete the band's unreleased music,eddie van halens brother want ai complete band unreleased music,1
https://www.foxnews.com/entertainment/eddie-van-halens-son-wolfgang-hits-back-david-lee-roth-singer-trashes-him-wild-rant,FoxNews,Eddie Van Halen's son Wolfgang hits back at David Lee Roth after singer trashes him in wild rant,200,,Eddie Van Halen's son Wolfgang hits back at David Lee Roth after singer trashes him in wild rant,eddie van halens son wolfgang hit back david lee roth singer trash wild rant,1
https://www.foxnews.com/entertainment/ellen-degeneres-reveals-3-recent-health-diagnoses,FoxNews,Ellen DeGeneres reveals 3 health diagnoses after 'excruciating pain': 'I could disintegrate in the shower',200,,Ellen DeGeneres reveals 3 health diagnoses after 'excruciating pain': 'I could disintegrate in the shower,ellen degeneres reveals health diagnosis excruciating pain could disintegrate shower,1
https://www.foxnews.com/entertainment/elton-john-bids-farewell-philadelphia-freedom-performance,FoxNews,Elton John bids farewell to Philly with 'Philadelphia Freedom' performance,200,,Elton John bids farewell to Philly with 'Philadelphia Freedom' performance,elton john bid farewell philly philadelphia freedom performance,1
https://www.foxnews.com/entertainment/elvis-presley-rock-and-roll,FoxNews,Remembering Elvis Presley on his birthday: The legacy of the king of rock and roll,200,,Remembering Elvis Presley on his birthday: The legacy of the king of rock and roll,remembering elvis presley birthday legacy king rock roll,1
https://www.foxnews.com/entertainment/elvis-top-gun-maverick-tie-no-1-box-office-spot,FoxNews,'Elvis' takes No. 1 after tie with 'Top Gun: Maverick',200,,Elvis' takes No. 1 after tie with 'Top Gun: Maverick,elvis take tie top gun maverick,1
https://www.foxnews.com/entertainment/emily-blunt-says-toes-curl-when-people-their-kids-want-act-want-say-dont-do-it,FoxNews,"Emily Blunt says her ‘toes curl’ when people tell her their kids want to act: 'I want to say, don’t do it!'",200,,"Emily Blunt says her 'toes curl' when people tell her their kids want to act: 'I want to say, don't do it!",emily blunt say toe curl people tell kid want act want say dont,1
https://www.foxnews.com/entertainment/eric-clapton-covid-vaccine-positive-postpones-cancels-concerts,FoxNews,"Eric Clapton positive for COVID-19, postpones concerts",200,,"Eric Clapton positive for COVID-19, postpones concerts",eric clapton positive covid postpones concert,1
https://www.foxnews.com/entertainment/euphoria-star-sydney-sweeneys-dad-walked-out-explicit-scenes-watching-show,FoxNews,‘Euphoria’ star Sydney Sweeney’s dad ‘walked out’ during her explicit scenes after watching show,200,,Euphoria' star Sydney Sweeney's dad 'walked out' during her explicit scenes after watching show,euphoria star sydney sweeneys dad walked explicit scene watching show,1
https://www.foxnews.com/entertainment/euphoria-sydney-sweeney-sex-symbol-nude-scenes,FoxNews,"‘Euphoria’ star Sydney Sweeney on being a sex symbol, why she ‘won’t stop’ doing nude scenes",200,,"Euphoria' star Sydney Sweeney on being a sex symbol, why she 'won't stop' doing nude scenes",euphoria star sydney sweeney sex symbol wont stop nude scene,1
https://www.foxnews.com/entertainment/euphorias-sydney-sweeney-faces-heat-moms-party-featuring-maga-like-hats-blue-lives-matter-shirt,FoxNews,"'Euphoria's' Sydney Sweeney faces heat for mom's party featuring MAGA-like hats, 'Blue Lives Matter' shirt",200,,"Euphoria's' Sydney Sweeney faces heat for mom's party featuring MAGA-like hats, 'Blue Lives Matter' shirt",euphoria sydney sweeney face heat mom party featuring magalike hat blue life matter shirt,1
https://www.foxnews.com/entertainment/foo-fighters-drummer-taylor-hawkins-dead-at-50,FoxNews,Foo Fighters drummer Taylor Hawkins dead at 50,200,,Foo Fighters drummer Taylor Hawkins dead at 50,foo fighter drummer taylor hawkins dead,1
https://www.foxnews.com/entertainment/former-one-direction-band-member-niall-horan-announces-new-solo-music-festivals-2023,FoxNews,Former One Direction band member Niall Horan announces new solo music and festivals in 2023,200,,Former One Direction band member Niall Horan announces new solo music and festivals in 2023,former one direction band member niall horan announces new solo music festival,1
https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,FoxNews,Gwyneth Paltrow reveals ex Brad Pitt recently sent her ‘really beautiful’ gift,200,,Gwyneth Paltrow reveals ex Brad Pitt recently sent her 'really beautiful' gift,gwyneth paltrow reveals ex brad pitt recently sent really beautiful gift,1
https://www.foxnews.com/entertainment/gwyneth-paltrow-reflects-chris-martin-divorce,FoxNews,Gwyneth Paltrow reflects on Chris Martin split: ‘I never wanted to get divorced’,200,,Gwyneth Paltrow reflects on Chris Martin split: 'I never wanted to get divorced,gwyneth paltrow reflects chris martin split never wanted get divorced,1
https://www.foxnews.com/entertainment/harrison-ford-loves-being-old-despite-challenges,FoxNews,Harrison Ford loves being old despite challenges: 'I don't want to be young again',200,,Harrison Ford loves being old despite challenges: 'I don't want to be young again,harrison ford love old despite challenge dont want young,1
https://www.foxnews.com/entertainment/harrison-ford-mocks-conan-obrien-star-wars-dis-cant-f-ing-remember,FoxNews,Harrison Ford mocks Conan O’Brien after 'Star Wars' dis: ‘You can't f---ing remember',200,,Harrison Ford mocks Conan O'Brien after 'Star Wars' dis: 'You can't f---ing remember,harrison ford mock conan obrien star war dis cant fing remember,1
https://www.foxnews.com/entertainment/harrison-ford-responds-compliment-from-reporter-cannes-blessed-with-this-body,FoxNews,Harrison Ford responds to compliment from reporter at Cannes: ‘Blessed with this body’,200,,Harrison Ford responds to compliment from reporter at Cannes: 'Blessed with this body,harrison ford responds compliment reporter cannes blessed body,1
https://www.foxnews.com/entertainment/harrison-fords-80th-birthday-look-back-some-best-roles,FoxNews,Harrison Ford’s 80th birthday: A look back at some of his best roles,200,,Harrison Ford's 80th birthday: A look back at some of his best roles,harrison ford th birthday look back best role,1
https://www.foxnews.com/entertainment/harry-styles-full-x-factor-uk-audition-video-reveals-details-about-singers-first-performance,FoxNews,Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,200,,Harry Styles' full 'X Factor UK' audition video reveals details about the singer's first performance,harry style full factor uk audition video reveals detail singer first performance,1
https://www.foxnews.com/entertainment/high-school-musical-joshua-bassett-absolutely-false-sex-assault-accusation,FoxNews,'High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation,200,,High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation,high school musical star joshua bassett say sick absolutely false sex assault accusation,1
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,FoxNews,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu,200,,Hilary Duff lands 'How I Met Your Father' series sequel role for Hulu,hilary duff land met father series sequel role hulu,1
https://www.foxnews.com/entertainment/inside-lori-loughlin-prison-college-admissions-scandal,FoxNews,"Lori Loughlin’s prison offers Pilates, spin class and more as she serves time in college admissions scandal",200,,"Lori Loughlin's prison offers Pilates, spin class and more as she serves time in college admissions scandal",lori loughlins prison offer pilate spin class serf time college admission scandal,1
https://www.foxnews.com/entertainment/jake-e-lee-former-guitarist-ozzy-osbourne-shot-multiple-times-las-vegas,FoxNews,"Jake E Lee, former guitarist for Ozzy Osbourne, shot multiple times in Las Vegas",200,,"Jake E Lee, former guitarist for Ozzy Osbourne, shot multiple times in Las Vegas",jake lee former guitarist ozzy osbourne shot multiple time la vega,1
https://www.foxnews.com/entertainment/jake-e-lee-guitarist-ozzy-osbourne-broke-rib-damaged-lung-shot-3-times,FoxNews,"Jake E Lee, former guitarist for Ozzy Osbourne, ‘broke a rib and damaged a lung’ after being shot at 3 times",200,,"Jake E Lee, former guitarist for Ozzy Osbourne, 'broke a rib and damaged a lung' after being shot at 3 times",jake lee former guitarist ozzy osbourne broke rib damaged lung shot time,1
https://www.foxnews.com/entertainment/jelly-roll-embraces-role-country-music-revolution-overcoming-addiction-prison-time,FoxNews,Jelly Roll embraces role in country music revolution after overcoming addiction and prison time,200,,Jelly Roll embraces role in country music revolution after overcoming addiction and prison time,jelly roll embrace role country music revolution overcoming addiction prison time,1
https://www.foxnews.com/entertainment/jelly-roll-felonies-prevent-him-booking-gigs-overseas,FoxNews,Jelly Roll says his felonies prevent him from booking gigs overseas,200,,Jelly Roll says his felonies prevent him from booking gigs overseas,jelly roll say felony prevent booking gig overseas,1
https://www.foxnews.com/entertainment/jelly-roll-gives-powerful-testimony-congress-fentanyl-part-problem,FoxNews,Jelly Roll gives powerful testimony to Congress on fentanyl: 'I was part of the problem',200,,Jelly Roll gives powerful testimony to Congress on fentanyl: 'I was part of the problem,jelly roll give powerful testimony congress fentanyl part problem,1
